0.604323,125.000000,52.000000,0.000000,0
0.610456,124.000000,52.000000,0.000000,0
0.621383,123.000000,52.000000,0.000000,0
0.631733,122.000000,52.000000,0.000000,0
0.641548,121.000000,52.000000,0.000000,0
0.652517,120.000000,52.000000,0.000000,0
0.659025,120.000000,53.000000,0.000000,0
0.662743,119.000000,53.000000,0.000000,0
0.672386,118.000000,53.000000,0.000000,0
0.682301,117.000000,53.000000,0.000000,0
0.690965,116.000000,53.000000,0.000000,0
0.698416,116.000000,54.000000,0.000000,0
0.699553,115.000000,53.000000,0.000000,0
0.701955,115.000000,54.000000,0.000000,0
0.708079,114.000000,54.000000,0.000000,0
0.716473,113.000000,54.000000,0.000000,0
0.724087,112.000000,54.000000,0.000000,0
0.731603,111.000000,54.000000,0.000000,0
0.738996,110.000000,54.000000,0.000000,0
0.747786,109.000000,54.000000,0.000000,0
0.755144,108.000000,54.000000,0.000000,0
0.763407,107.000000,54.000000,0.000000,0
0.770624,106.000000,54.000000,0.000000,0
0.779156,105.000000,54.000000,0.000000,0
0.786854,104.000000,54.000000,0.000000,0
0.794712,103.000000,54.000000,0.000000,0
0.802483,102.000000,54.000000,0.000000,0
0.805284,102.000000,55.000000,0.000000,0
0.809892,101.000000,55.000000,0.000000,0
0.818438,100.000000,55.000000,0.000000,0
0.825235,99.000000,55.000000,0.000000,0
0.833223,98.000000,55.000000,0.000000,0
0.841516,97.000000,55.000000,0.000000,0
0.849130,96.000000,55.000000,0.000000,0
0.856963,95.000000,55.000000,0.000000,0
0.864476,94.000000,55.000000,0.000000,0
0.871609,94.000000,55.000000,0.069813,0
0.873096,93.000000,55.000000,0.069813,0
0.873099,93.000000,55.000000,0.000000,0
0.878382,93.000000,55.000000,0.069813,0
0.881670,92.000000,55.000000,0.069813,0
0.881721,92.000000,55.000000,0.000000,0
0.887100,92.000000,55.000000,0.069813,0
0.889388,91.000000,55.000000,0.069813,0
0.889534,91.000000,55.000000,0.000000,0
0.893196,91.000000,55.000000,0.069813,0
0.898673,90.000000,55.000000,0.069813,0
0.900359,90.000000,55.000000,0.000000,0
0.902072,90.000000,55.000000,0.069813,0
0.906841,89.000000,55.000000,0.069813,0
0.907447,89.000000,55.000000,0.000000,0
0.909307,89.000000,55.000000,0.069813,0
0.915306,88.000000,55.000000,0.069813,0
0.919022,88.000000,54.000000,0.069813,0
0.923102,87.000000,54.000000,0.069813,0
0.930998,86.000000,54.000000,0.069813,0
0.938142,85.000000,54.000000,0.069813,0
0.944852,84.000000,54.000000,0.069813,0
0.951594,83.000000,54.000000,0.069813,0
0.958040,82.000000,54.000000,0.069813,0
0.965584,81.000000,54.000000,0.069813,0
0.969728,81.000000,53.000000,0.069813,0
0.973394,80.000000,53.000000,0.069813,0
0.973742,80.000000,53.000000,0.000000,0
0.975472,80.000000,53.000000,0.069813,0
0.981626,79.000000,53.000000,0.069813,0
0.989990,78.000000,53.000000,0.069813,0
0.998397,77.000000,53.000000,0.069813,0
1.006486,76.000000,53.000000,0.069813,0
1.013933,75.000000,53.000000,0.069813,0
1.019522,75.000000,52.000000,0.069813,0
1.020708,74.000000,53.000000,0.069813,0
1.022661,74.000000,52.000000,0.069813,0
1.027163,73.000000,52.000000,0.069813,0
1.034078,72.000000,52.000000,0.069813,0
1.038367,72.000000,51.000000,0.069813,0
1.041179,71.000000,51.000000,0.069813,0
1.047182,70.000000,51.000000,0.069813,0
1.053304,70.000000,50.000000,0.069813,0
1.055056,69.000000,51.000000,0.069813,0
1.055551,69.000000,50.000000,0.069813,0
1.060851,68.000000,50.000000,0.069813,0
1.067787,67.000000,50.000000,0.069813,0
